frame,particles,delta,physMem,virtMem
649,1526,0.0272273,51400704,40931328
650,1527,0.0259575,51400704,40931328
651,1530,0.0256834,51400704,40931328
652,1531,0.0252996,51433472,40968192
653,1532,0.0262601,51433472,40968192
654,1534,0.0264757,51433472,40968192
655,1540,0.0247508,51433472,40968192
656,1542,0.0281396,51433472,40968192
657,1543,0.0250931,51433472,40968192
658,1543,0.0264513,51433472,40968192
659,1543,0.0246607,51433472,40968192
660,1543,0.0256482,51433472,40968192
661,1544,0.0244546,51433472,40968192
662,1544,0.0248537,51433472,40968192
663,1545,0.023919,51433472,40968192
664,1545,0.0252682,51433472,40968192
665,1547,0.0249269,51433472,40968192
666,1547,0.0258885,51433472,40968192
667,1548,0.0239966,51433472,40968192
668,1548,0.02457,51433472,40968192
669,1548,0.0241458,51433472,40968192
670,1549,0.0252842,51433472,40968192
671,1550,0.0248429,51433472,40968192
672,1551,0.0260886,51433472,40968192
673,1552,0.0257888,51433472,40968192
674,1552,0.0253755,51433472,40968192
675,1553,0.0243143,51433472,40968192
676,1554,0.0266564,51433472,40968192
677,1554,0.0244,51433472,40968192
678,1559,0.0240302,51433472,40968192
679,1559,0.0286904,51433472,40968192
680,1561,0.0244011,51433472,40968192
681,1564,0.0252798,51433472,40968192
682,1565,0.0295279,51433472,40968192
683,1572,0.0250528,51433472,40968192
684,1574,0.029521,51433472,40968192
685,1579,0.0259173,51437568,40968192
686,1580,0.0288214,51437568,40968192
687,1584,0.0252143,51437568,40968192
688,1586,0.0274843,51437568,40968192
689,1591,0.0261371,51437568,40968192
690,1591,0.0299302,51437568,40968192
691,1592,0.0260725,51437568,40968192
692,1599,0.0262836,51437568,40968192
693,1603,0.0280414,51535872,41066496
694,1603,0.0300872,51535872,41066496
695,1605,0.0261275,51535872,41066496
696,1612,0.0277955,51535872,41066496
697,1614,0.0326417,51535872,41066496
698,1614,0.0262212,51535872,41066496
699,1616,0.025947,51535872,41066496
700,1616,0.0291261,51535872,41066496
701,1619,0.0250472,51535872,41066496
702,1621,0.02924,51535872,41066496
703,1622,0.0275113,51535872,41066496
704,1628,0.0276424,51535872,41066496
705,1628,0.0306828,51535872,41066496
706,1629,0.0254465,51535872,41066496
707,1632,0.0260048,51535872,41066496
708,1636,0.0277973,51535872,41066496
709,1639,0.0304772,51535872,41066496
710,1640,0.0291475,51535872,41066496
711,1642,0.0270273,51535872,41066496
712,1644,0.0283136,51535872,41066496
713,1645,0.0271873,51535872,41066496
714,1655,0.0264657,51535872,41066496
715,1656,0.0339571,51535872,41066496
716,1656,0.0259615,51535872,41066496
717,1656,0.0268378,51535872,41066496
718,1656,0.0271622,51535872,41066496
719,1657,0.0290157,51535872,41066496
720,1659,0.0264541,51535872,41066496
721,1663,0.0285629,51535872,41066496
722,1667,0.0322947,51535872,41066496
723,1670,0.0291093,51535872,41066496
724,1673,0.0305786,51535872,41066496
725,1673,0.0321149,51535872,41066496
726,1676,0.0262779,51535872,41066496
727,1676,0.0284425,51535872,41066496
728,1679,0.0272953,51535872,41066496
729,1685,0.0294092,51535872,41066496
730,1689,0.0311269,51535872,41066496
731,1689,0.0297346,51535872,41066496
732,1689,0.0290402,51535872,41066496
733,1689,0.02694,51535872,41066496
734,1693,0.0289961,51535872,41066496
735,1693,0.0308488,51535872,41066496
736,1699,0.0270861,51535872,41066496
737,1700,0.0304427,51535872,41066496
738,1706,0.0292709,51535872,41066496
739,1706,0.0306686,51535872,41066496
740,1710,0.0270845,51535872,41066496
741,1713,0.0295227,51535872,41066496
742,1717,0.0316172,51535872,41066496
743,1723,0.0303045,51535872,41066496
744,1724,0.0339312,51535872,41066496
745,1727,0.0293606,51535872,41066496
746,1727,0.032423,51535872,41066496
747,1728,0.0282082,51535872,41066496
748,1731,0.0286791,51535872,41066496
749,1732,0.0280623,51535872,41066496
750,1736,0.0283618,51535872,41066496
751,1742,0.0309892,51535872,41066496
752,1742,0.033382,51535872,41066496
753,1742,0.0278324,51535872,41066496
754,1745,0.0289024,51535872,41066496
755,1745,0.0299501,51535872,41066496
756,1745,0.0278352,51535872,41066496
757,1745,0.0286483,51535872,41066496
